identity/LineItemId,identity/TimeInterval,bill/InvoiceId,bill/BillingEntity,bill/BillType,bill/PayerAccountId,bill/BillingPeriodStartDate,bill/BillingPeriodEndDate,lineItem/UsageAccountId,lineItem/LineItemType,lineItem/UsageStartDate,lineItem/UsageEndDate,lineItem/ProductCode,lineItem/UsageType,lineItem/Operation,lineItem/AvailabilityZone,lineItem/ResourceId,lineItem/UsageAmount,lineItem/NormalizationFactor,lineItem/NormalizedUsageAmount,lineItem/CurrencyCode,lineItem/UnblendedRate,lineItem/UnblendedCost,lineItem/BlendedRate,lineItem/BlendedCost,lineItem/LineItemDescription,lineItem/TaxType,lineItem/LegalEntity,product/ProductName,product/availability,product/capacitystatus,product/clockSpeed,product/currentGeneration,product/durability,product/ecu,product/enhancedNetworkingSupported,product/fromLocation,product/fromLocationType,product/group,product/groupDescription,product/instanceFamily,product/instanceType,product/instanceTypeFamily,product/intelAvx2Available,product/intelAvxAvailable,product/intelTurboAvailable,product/licenseModel,product/location,product/locationType,product/maxIopsBurstPerformance,product/maxIopsvolume,product/maxThroughputvolume,product/maxVolumeSize,product/memory,product/networkPerformance,product/normalizationSizeFactor,product/operatingSystem,product/operation,product/physicalProcessor,product/preInstalledSw,product/processorArchitecture,product/processorFeatures,product/productFamily,product/region,product/servicecode,product/servicename,product/sku,product/storage,product/storageClass,product/storageMedia,product/tenancy,product/toLocation,product/toLocationType,product/transferType,product/usagetype,product/vcpu,product/volumeApiName,product/volumeType,pricing/RateId,pricing/currency,pricing/publicOnDemandCost,pricing/publicOnDemandRate,pricing/term,pricing/unit,reservation/AmortizedUpfrontCostForUsage,reservation/AmortizedUpfrontFeeForBillingPeriod,reservation/EffectiveCost,reservation/EndTime,reservation/ModificationStatus,reservation/NormalizedUnitsPerReservation,reservation/NumberOfReservations,reservation/RecurringFeeForUsage,reservation/StartTime,reservation/SubscriptionId,reservation/TotalReservedNormalizedUnits,reservation/TotalReservedUnits,reservation/UnitsPerReservation,reservation/UnusedAmortizedUpfrontFeeForBillingPeriod,reservation/UnusedNormalizedUnitQuantity,reservation/UnusedQuantity,reservation/UnusedRecurringFee,reservation/UpfrontValue,savingsPlan/TotalCommitmentToDate,savingsPlan/SavingsPlanARN,savingsPlan/SavingsPlanRate,savingsPlan/UsedCommitment,savingsPlan/SavingsPlanEffectiveCost,savingsPlan/AmortizedUpfrontCommitmentForBillingPeriod,savingsPlan/RecurringCommitmentForBillingPeriod
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T03:00:00Z/2020-10-08T04:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T03:00:00Z,2020-10-08T04:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T04:00:00Z/2020-10-08T05:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T04:00:00Z,2020-10-08T05:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T05:00:00Z/2020-10-08T06:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T05:00:00Z,2020-10-08T06:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T06:00:00Z/2020-10-08T07:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T06:00:00Z,2020-10-08T07:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T07:00:00Z/2020-10-08T08:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T07:00:00Z,2020-10-08T08:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T08:00:00Z/2020-10-08T09:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T08:00:00Z,2020-10-08T09:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T09:00:00Z/2020-10-08T10:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T09:00:00Z,2020-10-08T10:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T10:00:00Z/2020-10-08T11:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T10:00:00Z,2020-10-08T11:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T11:00:00Z/2020-10-08T12:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T11:00:00Z,2020-10-08T12:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T12:00:00Z/2020-10-08T13:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T12:00:00Z,2020-10-08T13:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T13:00:00Z/2020-10-08T14:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T13:00:00Z,2020-10-08T14:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T14:00:00Z/2020-10-08T15:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T14:00:00Z,2020-10-08T15:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T15:00:00Z/2020-10-08T16:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T15:00:00Z,2020-10-08T16:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T16:00:00Z/2020-10-08T17:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T16:00:00Z,2020-10-08T17:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T17:00:00Z/2020-10-08T18:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T17:00:00Z,2020-10-08T18:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T18:00:00Z/2020-10-08T19:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T18:00:00Z,2020-10-08T19:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T19:00:00Z/2020-10-08T20:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T19:00:00Z,2020-10-08T20:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
7o45hp3j5v5y32h3eo7mrehepqfuta5zwnej7tnz257v6dzpsfeq,2020-10-08T20:00:00Z/2020-10-08T21:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T20:00:00Z,2020-10-08T21:00:00Z,AmazonEC2,USE2-EBS:VolumeUsage.gp2,CreateVolume-Gp2,,vol-0a5372e30a7f3520f,0.0107526882,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per GB-month of General Purpose (SSD) provisioned storage under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,,,,,,,,,,,,US East (Ohio),AWS Region,3000 for volumes <= 1 TiB,16000,250 MiB/s,16 TiB,,,,,,,,,,Storage,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,SCM63QZA8NKUYACF,,,SSD-backed,,,,,USE2-EBS:VolumeUsage.gp2,,gp2,General Purpose,2363494358,USD,0.0010752688,0.1000000000,,GB-Mo,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
otdnh2zdoyrblldp4mpistaz7bf33vnlhgnhfssj42jbgcwkqe6q,2020-10-08T21:00:00Z/2020-10-08T22:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T21:00:00Z,2020-10-08T22:00:00Z,AmazonEC2,USE2-BoxUsage:t2.micro,RunInstances,us-east-2c,i-01ca606c0561e996f,1.7055560000,0.5,0.85277800000,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.00 per Linux t2.micro instance-hour (or partial hour) under monthly free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,Used,Up to 3.3 GHz,Yes,,Variable,No,,,,,General purpose,t2.micro,t2,No,Yes,Yes,No License required,US East (Ohio),AWS Region,,,,,1 GiB,Low to Moderate,0.5,Linux,RunInstances,Intel Xeon Family,NA,32-bit or 64-bit,Intel AVX; Intel Turbo,Compute Instance,us-east-2,AmazonEC2,Amazon Elastic Compute Cloud,F9GPUA3E29X6GJVE,EBS only,,,Shared,,,,USE2-BoxUsage:t2.micro,1,,,2363494248,USD,0.0197844496,0.0116000000,,Hrs,,,,,,,,,,4318863735,,,,,,,,,,,,,,,
3imcsqtogfrh5qfqzoazd5nbz5h32v7rlk2nyuyrkq3ur7v4patq,2020-10-08T21:00:00Z/2020-10-08T22:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T21:00:00Z,2020-10-08T22:00:00Z,AmazonEC2,USE2-DataTransfer-In-Bytes,RunInstances,,i-01ca606c0561e996f,0.0041167587,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - data transfer in per month,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,External,Other,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,AWSDataTransfer,AWS Data Transfer,5CHDB6K4USP8QXF3,,,,,US East (Ohio),AWS Region,AWS Inbound,USE2-DataTransfer-In-Bytes,,,,2276573399,USD,0.0000000000,0.0000000000,OnDemand,GB,,,,,,,,,,4318863737,,,,,,,,,,,,,,,
idt6ln3mpaqtuuqo6gat2ua6eoc54gggey6xsbmhag3pxlrpexza,2020-10-08T21:00:00Z/2020-10-08T22:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T21:00:00Z,2020-10-08T22:00:00Z,AmazonEC2,USE2-DataTransfer-Out-Bytes,RunInstances,,i-01ca606c0561e996f,0.0005644979,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - data transfer out under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,US East (Ohio),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,AWSDataTransfer,AWS Data Transfer,36H7S3NU9B7S3UT5,,,,,External,Other,AWS Outbound,USE2-DataTransfer-Out-Bytes,,,,2276415843,USD,0.0000508048,0.0900000000,,GB,,,,,,,,,,4318863737,,,,,,,,,,,,,,,
hbpfuh2sseuwp5hhkulkvmhynywy6anste23gmmezbdc7qicerxq,2020-10-08T21:00:00Z/2020-10-08T22:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T21:00:00Z,2020-10-08T22:00:00Z,AmazonEC2,USE2-DataTransfer-Regional-Bytes,PublicIP-In,,i-01ca606c0561e996f,0.0576272961,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - regional data transfer under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,US East (Ohio),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,AWSDataTransfer,AWS Data Transfer,KF338J7FCKZPUBD9,,,,,US East (Ohio),AWS Region,IntraRegion,USE2-DataTransfer-Regional-Bytes,,,,2276416149,USD,0.0005762730,0.0100000000,,GB,,,,,,,,,,4318863737,,,,,,,,,,,,,,,
ysfvvodepqerabgycxu5d3bkzbojwo2xyg7fmczkfomyori4ctoq,2020-10-08T21:00:00Z/2020-10-08T22:00:00Z,,AWS,Anniversary,152442194835,2020-10-01T00:00:00Z,2020-11-01T00:00:00Z,152442194835,Usage,2020-10-08T21:00:00Z,2020-10-08T22:00:00Z,AmazonEC2,USE2-DataTransfer-Regional-Bytes,PublicIP-Out,,i-01ca606c0561e996f,0.0000687577,,,USD,0.0000000000,0.0000000000,0.0000000000,0.0000000000,$0.000 per GB - regional data transfer under the monthly global free tier,,"Amazon Web Services, Inc.",Amazon Elastic Compute Cloud,,,,,,,,US East (Ohio),AWS Region,,,,,,,,,,,,,,,,,,,,,,,,,Data Transfer,us-east-2,AWSDataTransfer,AWS Data Transfer,KF338J7FCKZPUBD9,,,,,US East (Ohio),AWS Region,IntraRegion,USE2-DataTransfer-Regional-Bytes,,,,2276416149,USD,0.0000006876,0.0100000000,,GB,,,,,,,,,,4318863737,,,,,,,,,,,,,,,
